"player","name","week","position","team","opponent","fantasy_points","fantasy_points_rank","pass_attempts","completions","passing_yards","air_yards_pass","passing_touchdowns","interceptions","carries","rushing_yards","rushing_touchdowns","targets","target_share","receptions","receiving_yards","air_yards","receiving_touchdowns","total_touches","total_yards","snaps","snap_share","pass_snaps","run_snaps","red_zone_snaps","play_action_snaps","snaps_in_motion","shotgun_snaps","backfield_snaps","slot_snaps","inline_snaps","snaps_out_wide","routes_run","primary_corner","hog_rate","contested_targets","contested_catches","catchable_targets","drops","deep_ball_attempts","deep_ball_completions","throws_under_duress","qb_seconds_to_throw","oline_hurries","batted_throws","money_throws","danger_plays","qb_throw_aways","sacks_taken","interceptable_passes","catchable_passes","yards_created","yards_created_rushing","yards_created_receiving","yards_blocked","evaded_tackles","defenders_in_box","defenders_in_box_pass_snaps","defenders_in_box_run_snaps","defenders_in_box_red_zone_snaps","passing_first_downs","rushing_first_downs","receiving_first_downs","red_zone_passes","red_zone_completions","red_zone_carries","red_zone_targets","goal_line_passes","goal_line_carries","goal_line_targets","end_zone_targets","first_down_targets","second_down_targets","third_down_targets","fourth_down_targets","first_down_receiving_yards","second_down_receiving_yards","third_down_receiving_yards","fourth_down_receiving_yards","first_down_throws","second_down_throws","third_down_throws","fourth_down_throws","first_down_passing_yards","second_down_passing_yards","third_down_passing_yards","fourth_down_passing_yards","first_down_carries","second_down_carries","third_down_carries","fourth_down_carries","first_down_rushing_yards","second_down_rushing_yards","third_down_rushing_yards","fourth_down_rushing_yards","carries_left","carries_middle","carries_right","carries_inside","carries_outside","targets_left","targets_middle","targets_right"
"00-0039890","Adonai Mitchell",3,"WR","IND","TEN",0,120,0,0,0,0,0,0,0,0,0,2,8,0,0,-1,0,2,0,24,44.4444,8,13,4,5,,12,,3,,21,9,"LS-1562",8.3333,0,,0,,0,0,,,,,,,,,,,,,,,0,6.48,6.12,6.69,6,,,,,,,,,,,,,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,1
"00-0037664","Alec Pierce",3,"WR","IND","TEN",10.7,34,0,0,0,0,0,0,0,0,0,5,20,4,67,101,0,5,67,31,57.4074,17,13,5,7,,23,,2,,29,19,"LS-1562",16.129,2,1,4,,1,0,,,,,,,,,,,3,,3,47,0,6.3,6.06,6.62,6.75,,,3,,,,,,,,,3,2,,,51,16,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
"00-0035021","Ashton Dulin",3,"WR","IND","TEN",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16.6667,2,7,4,3,2,5,,6,,3,3,"RM-7208",0,,,,,0,0,,,,,,,,,,,,,,,,6.78,6.5,6.86,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0038997","Josh Downs",3,"WR","IND","TEN",5.4,64,0,0,0,0,0,0,0,0,0,3,12,2,34,47,0,3,34,29,53.7037,16,11,5,2,7,25,,22,1,6,16,"RM-7208",10.3448,1,0,2,,1,1,,,,,,,,,,,1,,1,4,0,6.04,5.69,6.55,6.25,,,1,,,,,,,,,,1,2,,,5,29,,,,,,,,,,,,,,,,,,,,,,,,2,1
"00-0036252","Michael Pittman Jr.",3,"WR","IND","TEN",19.3,13,0,0,0,0,0,0,0,0,0,6,24,6,73,32,1,6,73,46,85.1852,23,19,8,11,6,29,,17,1,28,25,"LS-1562",13.0435,0,0,6,,0,0,,,,,,,,,,,20,,20,33,2,6.24,6,6.53,6.17,,,3,,,,1,,,,,5,1,,,53,20,,,,,,,,,,,,,,,,,,,,,,,,,2,4
"00-0039893","Brian Thomas Jr.",3,"WR","JAX","HOU",7.5,50,0,0,0,0,0,0,0,0,0,6,15.7895,2,55,64,0,6,55,58,84.058,34,20,4,5,5,41,1,10,,47,32,"KL-2401",10.3448,1,0,5,2,1,0,,,,,,,,,,,6,,6,49,0,6.24,5.82,6.95,6.33,,,2,,,,,,,,,2,2,2,,46,9,0,,,,,,,,,,,,,,,,,,,,,,,5,1,
"00-0036626","Dyami Brown",3,"WR","JAX","HOU",2.7,93,0,0,0,0,0,0,0,0,0,3,7.8947,2,7,51,0,3,7,23,33.3333,15,6,3,3,3,16,1,7,,15,15,"KL-2401",13.0435,0,0,2,,1,0,,,,,,,,,,,1,,1,0,0,6.33,6,7.17,6.5,,,1,,,,,,,,,1,1,1,,1,0,6,,,,,,,,,,,,,,,,,,,,,,,2,1,
"00-0038606","Parker Washington",3,"WR","JAX","HOU",7.4,51,0,0,0,0,0,0,0,0,0,11,28.9474,4,34,137,0,11,34,50,72.4638,31,16,5,6,10,36,2,18,,30,30,"JP-4280",22,1,0,6,2,2,0,,,,,,,,,,,7,,7,27,1,6.19,5.87,6.81,6.75,,,2,,,,1,,,,,2,4,4,1,1,11,22,0,,,,,,,,,,,,,,,,,,,,,,5,5,1
"00-0033375","Tim Patrick",3,"WR","JAX","HOU",2.6,97,0,0,0,0,0,0,0,0,0,1,2.6316,1,16,3,0,1,16,22,31.8841,15,6,3,4,2,15,,10,,12,14,"JP-4280",4.5455,0,0,1,,0,0,,,,,,,,,,,1,,1,15,0,6.33,6.13,6.83,7,,,1,,,,,,,,,1,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0040718","Travis Hunter",3,"WR","JAX","HOU",3.1,90,0,0,0,0,0,0,0,0,0,2,5.2632,1,21,16,0,2,21,79,100,57,18,7,5,4,67,1,26,,11,25,"XH-0222",2.5316,0,0,1,,0,0,,,,,,,,,,,19,,19,2,2,5.97,5.77,6.56,6.5,,,1,,,,,,,,,2,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
"00-0038492","Jason Brownlee",3,"WR","KC","NYG",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.7971,3,1,1,2,,4,,0,,4,3,"PA-5893",0,,,,,0,0,,,,,,,,,,,,,,,,6.25,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0033857","JuJu Smith-Schuster",3,"WR","KC","NYG",9.5,38,0,0,0,0,0,0,0,0,0,4,11.4286,4,55,18,0,4,55,50,72.4638,28,19,6,8,7,43,,13,4,33,25,"CF-0110",8,0,0,4,,0,0,,,,,,,,,,,17,,17,38,2,6.13,5.89,6.47,6,,,3,,,,1,,,,,1,2,1,,27,21,7,,,,,,,,,,,,,,,,,,,,,,,1,,3
"00-0035662","Marquise Brown",3,"WR","KC","NYG",8.2,44,0,0,0,0,0,0,0,0,0,6,17.1429,4,42,85,0,6,42,49,71.0145,32,13,5,11,9,48,,26,,23,31,"PA-5893",12.2449,0,0,4,,1,0,,,,,,,,,,,4,,4,38,0,5.98,6,5.92,5.8,,,2,,,,,,,,,1,3,2,,7,35,0,,,,,,,,,,,,,,,,,,,,,,,2,,4
"00-0038519","Nikko Remigio",3,"WR","KC","NYG",1.1,119,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,1,11,5,7.2464,2,3,0,1,3,2,3,0,,2,2,"PA-5893",0,,,,,0,0,,,,,,,,,,,5,5,,6,0,6.8,7,6.67,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,11,,,,,,1,,1,,,
"00-0038104","Tyquan Thornton",3,"WR","KC","NYG",18.1,15,0,0,0,0,0,0,0,0,0,9,25.7143,5,71,169,1,9,71,55,79.7101,31,19,5,11,2,48,,9,,46,28,"PA-5893",16.3636,1,1,6,,4,1,,,,,,,,,,,5,,5,54,0,6.16,6.16,6.16,6.2,,,4,,,,1,,,1,1,1,4,4,,0,12,59,,,,,,,,,,,,,,,,,,,,,,,4,2,3
"00-0038573","Derius Davis",3,"WR","LAC","DEN",-1.8,167,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,7,8.1395,4,3,3,1,3,6,3,3,,1,4,"JM-2201",0,,,,,0,0,,,,,,1,,,,,2,2,,0,0,5.57,5.25,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,1,,,,1,,,
"00-0030279","Keenan Allen",3,"WR","LAC","DEN",19.5,12,0,0,0,0,0,0,0,0,0,11,23.913,7,65,108,1,11,65,57,66.2791,42,11,10,7,3,53,,23,,33,41,"RM-4557",19.2982,4,3,7,,2,1,,,,,,,,,,,3,,3,42,0,5.65,5.62,5.8,5.6,,,4,,,,4,,,,3,3,4,4,,13,34,18,,,,,,,,,,,,,,,,,,,,,,,3,5,3
"00-0039915","Ladd McConkey",3,"WR","LAC","DEN",8.1,46,0,0,0,0,0,0,0,0,0,7,15.2174,4,41,60,0,7,41,80,93.0233,52,23,11,13,10,61,1,46,2,31,50,"JM-2201",8.75,1,0,6,1,0,0,,,,,,,,,,,5,,5,36,0,5.83,5.77,5.96,5.82,,,3,,,,1,,,,,,5,2,,,26,15,,,,,,,,,,,,,,,,,,,,,,,1,4,2
"00-0038544","Quentin Johnston",3,"WR","LAC","DEN",14.9,21,0,0,0,0,0,0,0,0,0,10,21.7391,6,89,140,0,10,89,75,87.2093,49,21,9,13,4,56,2,15,,58,48,"PS-9547",13.3333,3,2,5,,3,1,,,,,,,,,,,2,,2,65,2,5.87,5.82,6,6.11,,,4,,,,3,,,1,2,4,3,3,,8,32,49,,,,,,,,,,,,,,,,,,,,,,,2,3,5
"00-0040727","Tre' Harris",3,"WR","LAC","DEN",0,120,0,0,0,0,0,0,0,0,0,1,2.1739,0,0,34,0,1,0,24,27.907,13,9,1,1,2,19,1,5,,18,12,"RM-4557",4.1667,0,,0,,1,0,,,,,,,,,,,,,,,0,5.68,5.54,5.89,6,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0031381","Davante Adams",3,"WR","LAR","PHI",14.6,23,0,0,0,0,0,0,0,0,0,8,24.2424,3,56,125,1,8,56,57,86.3636,34,22,6,10,,23,,8,,49,34,"QM-2401",14.0351,4,2,3,,2,1,,,,,,,,,,,0,,0,8,0,6.07,6.21,5.86,6.5,,,1,,,,3,,,,3,4,1,3,,56,0,0,,,,,,,,,,,,,,,,,,,,,,,4,1,3
"00-0039751","Jordan Whittington",3,"WR","LAR","PHI",3.4,87,0,0,0,0,0,0,2,7,0,3,9.0909,2,7,6,0,5,14,34,51.5152,15,19,5,7,14,6,4,16,,14,13,"CD-2401",8.8235,1,1,2,,0,0,,,,,,,,,,,5,3,2,9,0,6.12,6.4,5.89,6.8,,,,,,,,,,,,1,2,,,0,7,,,,,,,,,,,2,,,,7,,,,1,,1,,2,1,1,1
"00-0040590","Konata Mumpfield",3,"WR","LAR","PHI",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10.6061,0,7,3,,,0,,0,,7,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,6.14,,6.14,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0039075","Puka Nacua",3,"WR","LAR","PHI",22.8,5,0,0,0,0,0,0,1,6,0,15,45.4545,11,112,136,0,16,118,60,90.9091,33,26,9,10,11,21,7,22,4,27,30,"AJ-0050",25,4,2,11,,2,0,,,,,,,,,,,29,2,27,82,1,6.1,6.21,5.96,6.44,,,6,,,,,,,,,6,7,2,,44,60,8,,,,,,,,,,1,,,,6,,,,1,,,,1,3,3,9
"00-0036849","Tutu Atwell",3,"WR","LAR","PHI",0,120,0,0,0,0,0,0,0,0,0,1,3.0303,0,0,3,0,1,0,25,37.8788,18,6,2,2,5,18,,16,,9,18,"CD-2401",4,1,,1,,0,0,,,,,,,,,,,,,,,0,5.96,6,5.83,6,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,
"00-0035602","Alex Bachman",3,"WR","LV","WAS",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.0606,0,4,0,,,3,,3,1,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0040581","Dont'e Thornton Jr.",3,"WR","LV","WAS",4.9,70,0,0,0,0,0,0,0,0,0,4,14.8148,2,29,53,0,4,29,39,59.0909,24,13,4,5,,33,,12,,27,23,"MS-2402",10.2564,2,0,3,,1,1,,,,,,,,,,,2,,2,7,0,5.95,5.96,5.92,6,,,1,,,,,,,,,2,1,1,,20,9,0,,,,,,,,,,,,,,,,,,,,,,,2,1,1
"00-0040729","Jack Bech",3,"WR","LV","WAS",2,103,0,0,0,0,0,0,0,0,0,1,3.7037,1,10,10,0,1,10,15,22.7273,6,7,3,,3,10,,7,2,6,6,"NI-0075",6.6667,0,0,1,,0,0,,,,,,,,,,,1,,1,9,0,6,5.83,6.14,6,,,1,,,,,,,,,,,1,,,,10,,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0034960","Jakobi Meyers",3,"WR","LV","WAS",9.3,39,0,0,0,0,0,0,0,0,0,4,14.8148,3,63,65,0,4,63,62,93.9394,34,24,8,7,5,49,,42,4,16,33,"MS-2402",6.4516,3,2,4,,2,1,,,,,,,,,,,2,,2,61,0,6.14,6.03,6.29,6.17,,,1,,,,,,,,,2,2,,,45,18,,,,,,,,,,,,,,,,,,,,,,,,1,,3
"00-0038590","Justin Shorter",3,"WR","LV","WAS",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0303,0,2,0,,,2,,1,,1,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0038563","Tre Tucker",3,"WR","LV","WAS",40.9,1,0,0,0,0,0,0,1,4,0,9,33.3333,8,145,127,3,10,149,63,95.4545,34,25,8,7,7,50,3,5,1,54,34,"ML-0375",14.2857,0,0,8,,1,1,,,,,,,,,,,3,0,3,65,0,6.12,6.03,6.24,6.17,,,6,,,,2,,,,1,2,5,2,,10,105,30,,,,,,,,,,1,,,,4,,,,1,,,,1,2,2,5
"00-0036620","Dee Eskridge",3,"WR","MIA","BUF",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.5574,2,2,0,,,4,,1,,3,2,"CB-0111",0,,,,,0,0,,,,,,,,,,,,,,,,6,5.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0036613","Jaylen Waddle",3,"WR","MIA","BUF",14.9,21,0,0,0,0,0,0,0,0,0,6,18.1818,5,39,25,1,6,39,53,86.8852,30,22,9,7,1,39,,18,,35,30,"TW-1725",11.3208,0,0,5,,0,0,,,,,,,,,,,0,,0,36,0,6.38,6.3,6.5,6.67,,,3,,,,1,,,1,1,3,,2,1,0,,24,15,,,,,,,,,,,,,,,,,,,,,,4,,2
"00-0039880","Malik Washington",3,"WR","MIA","BUF",6.2,60,0,0,0,0,0,0,2,20,0,5,15.1515,3,12,17,0,7,32,33,54.0984,22,10,6,2,6,29,1,12,,20,23,"TW-1725",15.1515,0,0,3,,0,0,,,,,,,,,,,17,16,1,12,1,6,6.09,5.8,6.4,,1,,,,,1,,,,,2,1,2,,5,4,10,,,,,,,,,,,2,,,,20,,,,,2,,2,3,,2
"00-0036182","Nick Westbrook-Ikhine",3,"WR","MIA","BUF",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24.5902,6,7,3,4,2,11,,8,,7,5,"TW-1725",0,,,,,0,0,,,,,,,,,,,,,,,,6.46,6.67,6.29,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0033040","Tyreek Hill",3,"WR","MIA","BUF",15.9,18,0,0,0,0,0,0,0,0,0,10,30.303,5,49,148,1,10,49,53,86.8852,32,20,10,8,5,39,1,14,,38,31,"CB-0111",18.8679,0,0,5,,2,0,,,,,,,,,,,0,,0,44,0,6.38,6.31,6.5,6.78,,,4,,,,2,,,1,1,2,3,5,,0,5,44,,,,,,,,,,,,,,,,,,,,,,,3,,7
"00-0030035","Adam Thielen",3,"WR","MIN","CIN",0,120,0,0,0,0,0,0,0,0,0,2,8.3333,0,0,29,0,2,0,44,74.5763,24,20,8,1,4,29,1,25,,18,20,"DH-0912",4.5455,0,,1,1,0,0,,,,,,,,,,,,,,,0,5.86,5.79,5.95,6,,,,,,,1,,,,1,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,
"00-0037291","Jalen Nailor",3,"WR","MIN","CIN",6.7,56,0,0,0,0,0,0,0,0,0,5,20.8333,3,37,64,0,5,37,50,84.7458,25,24,11,3,6,29,2,18,1,29,24,"JN-2402",10,1,1,3,,1,0,,,,,,,,,,,2,,2,35,0,5.94,5.8,6.08,5.91,,,2,,,,1,,,,,2,1,2,,22,8,7,,,,,,,,,,,,,,,,,,,,,,,,1,4
"00-0036322","Justin Jefferson",3,"WR","MIN","CIN",12.5,30,0,0,0,0,0,0,0,0,0,7,29.1667,5,75,49,0,7,75,47,79.661,23,23,11,3,4,27,,4,,43,23,"DT-0223",14.8936,1,0,5,,0,0,,,,,,,,,,,9,,9,66,2,5.96,5.83,6.09,5.91,,,2,,,,,,,,,5,1,1,,67,8,0,,,,,,,,,,,,,,,,,,,,,,,4,1,2
"00-0040506","Myles Price",3,"WR","MIN","CIN",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15.2542,2,7,0,,1,6,,3,1,5,1,"MW-6612",0,,,,,0,0,,,,,,,,,,,,,,,,6,5.5,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0040154","Tai Felton",3,"WR","MIN","CIN",1.9,105,0,0,0,0,0,0,0,0,0,1,4.1667,1,9,7,0,1,9,12,20.339,4,8,0,,2,8,,0,,12,2,"MW-6612",8.3333,0,0,1,,0,0,,,,,,,,,,,0,,0,9,0,5.92,5.5,6.12,,,,,,,,,,,,,,,1,,,,9,,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0038621","DeMario Douglas",3,"WR","NE","PIT",2.7,93,0,0,0,0,0,0,0,0,0,5,13.8889,2,7,27,0,5,7,30,40.5405,21,6,1,6,10,22,5,18,,7,22,"JR-0150",16.6667,0,0,3,,1,0,,,,,,,,,,,6,,6,1,1,6,5.95,6.17,6,,,,,,,,,,,,2,2,,1,8,0,,-1,,,,,,,,,,,,,,,,,,,,,,3,1,1
"00-0038608","Kayshon Boutte",3,"WR","NE","PIT",4.8,72,0,0,0,0,0,0,0,0,0,3,8.3333,2,28,28,0,3,28,55,74.3243,30,22,7,7,,30,,3,,52,33,"BE-8078",5.4545,0,0,2,,0,0,,,,,,,,,,,0,,0,20,0,6.54,6.23,6.95,6.71,,,1,,,,1,,,1,1,1,,2,,8,,20,,,,,,,,,,,,,,,,,,,,,,,2,1,
"00-0040131","Kyle Williams",3,"WR","NE","PIT",1.8,108,0,0,0,0,0,0,0,0,0,1,2.7778,1,8,7,0,1,8,9,12.1622,8,1,0,3,,6,,1,,8,8,"BE-8078",11.1111,0,0,1,,0,0,,,,,,,,,,,,,,,0,6.11,6,7,,,,,,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0033555","Mack Hollins",3,"WR","NE","PIT",6.7,56,0,0,0,0,0,0,0,0,0,4,11.1111,4,27,21,0,4,27,45,60.8108,22,22,4,14,7,13,,7,9,29,22,"DS-2250",8.8889,0,0,4,,0,0,,,,,,,,,,,3,,3,18,0,6.68,6.32,7.05,7,,,1,,,,,,,,,1,3,,,11,16,,,,,,,,,,,,,,,,,,,,,,,,,1,3
"00-0031588","Stefon Diggs",3,"WR","NE","PIT",5.3,66,0,0,0,0,0,0,0,0,0,3,8.3333,3,23,12,0,3,23,40,54.0541,23,15,3,2,3,27,,22,,18,25,"JR-0150",7.5,0,0,3,,0,0,,,,,,,,,,,6,,6,17,0,6.34,5.96,6.93,7,,,2,,,,,,,,,1,,2,,11,,12,,,,,,,,,,,,,,,,,,,,,,,1,1,1
"00-0031236","Brandin Cooks",3,"WR","NO","SEA",5.4,64,0,0,0,0,0,0,0,0,0,5,12.1951,3,24,85,0,5,24,51,69.863,34,14,6,5,7,51,,22,1,28,33,"TW-7639",9.8039,0,0,2,,2,0,,,,,,,,,,,4,,4,20,0,6,6,6,5.83,,,1,,,,,,,,,1,1,3,,5,12,7,,,,,,,,,,,,,,,,,,,,,,,1,1,3
"00-0037239","Chris Olave",3,"WR","NO","SEA",15.7,19,0,0,0,0,0,0,0,0,0,14,34.1463,10,57,92,0,14,57,62,84.9315,40,19,6,8,9,55,,25,,37,41,"TW-7639",22.5806,2,1,10,,1,0,,,,,,,,,,,19,,19,32,3,6.03,6.05,6,5.83,,,2,,,,2,,,,2,4,7,3,,18,27,12,,,,,,,,,,,,,,,,,,,,,,,7,,7
"00-0037231","Kevin Austin Jr.",3,"WR","NO","SEA",0,120,0,0,0,0,0,0,0,0,0,1,2.439,0,0,23,0,1,0,22,30.137,9,13,0,3,3,16,1,6,,15,6,"TW-7639",4.5455,0,,0,,1,0,,,,,,,,,,,,,,,0,6.18,6.44,6,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0039623","Mason Tipton",3,"WR","NO","SEA",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12.3288,2,7,0,1,,4,,0,,9,2,"NP-2401",0,,,,,0,0,,,,,,,,,,,,,,,,6.33,7.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0037545","Rashid Shaheed",3,"WR","NO","SEA",8.2,44,0,0,0,0,0,0,0,0,0,6,14.6341,4,42,68,0,6,42,54,73.9726,37,15,6,5,2,49,1,21,,32,37,"JJ-0036",11.1111,0,0,4,,1,0,,,,,,,,,,,1,,1,26,0,6,6,6,5.83,,,2,,,,1,,,,,3,2,,1,23,19,,0,,,,,,,,,,,,,,,,,,,,,,2,1,3
"00-0040432","Beaux Collins",3,"WR","NYG","KC",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9.0909,3,3,1,,,6,,1,,5,3,"JW-4213",0,,,,,0,0,,,,,,,,,,,,,,,,5.67,5.67,5.67,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0035535","Darius Slayton",3,"WR","NYG","KC",7,54,0,0,0,0,0,0,0,0,0,4,12.9032,4,30,25,0,4,30,52,78.7879,26,21,9,5,2,50,,11,,41,29,"JW-4213",7.6923,0,0,4,,0,0,,,,,,,,,,,1,,1,29,0,6.32,6.35,6.29,6.25,,,,,,,1,,,,,2,2,,,13,17,,,,,,,,,,,,,,,,,,,,,,,,3,,1
"00-0035645","Gunner Olszewski",3,"WR","NYG","KC",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5152,1,0,0,,,1,,0,,1,1,"JW-4213",0,,,,,0,0,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0038938","Jalin Hyatt",3,"WR","NYG","KC",0,120,0,0,0,0,0,0,0,0,0,1,3.2258,0,0,0,0,1,0,6,9.0909,4,2,0,1,,6,,0,,6,5,"JW-4213",16.6667,,,,,0,0,,,,,,,,,,,,,,,,5.83,5.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0039337","Malik Nabers",3,"WR","NYG","KC",3.3,88,0,0,0,0,0,0,0,0,0,7,22.5806,2,13,146,0,7,13,62,93.9394,32,25,8,5,9,60,,8,,54,36,"TM-2673",11.2903,1,0,2,1,4,0,,,,,,,,,,,0,,0,13,0,6.21,6.19,6.24,6.29,,,,,,,,,,,2,3,2,2,,9,4,0,,,,,,,,,,,,,,,,,,,,,,,3,2,2
"00-0038117","Wan'Dale Robinson",3,"WR","NYG","KC",3.6,83,0,0,0,0,0,0,0,0,0,4,12.9032,1,26,88,0,4,26,51,77.2727,26,20,8,2,20,50,,42,,9,28,"TM-2673",7.8431,1,0,1,,2,1,,,,,,,,,,,0,,0,26,0,6.07,6,6.15,6.29,,,1,,,,,,,,,1,,2,1,0,,0,26,,,,,,,,,,,,,,,,,,,,,,1,1,2
"00-0034521","Allen Lazard",3,"WR","NYJ","TB",9.3,39,0,0,0,0,0,0,0,0,0,3,8.5714,2,13,12,1,3,13,17,25.3731,11,6,4,,1,16,,2,,15,11,"ZM-1280",17.6471,1,1,2,,0,0,,,,,,,,,,,0,,0,9,0,6.47,6.45,6.5,6.75,,,,,,,2,,,2,2,,,1,2,,,0,13,,,,,,,,,,,,,,,,,,,,,,,1,2
"00-0040582","Arian Smith",3,"WR","NYJ","TB",2.2,101,0,0,0,0,0,0,0,0,0,2,5.7143,2,2,1,0,2,2,53,79.1045,31,16,5,7,5,43,,23,,30,38,"JP-2505",3.7736,0,0,2,,0,0,,,,,,,,,,,0,,0,-4,0,6.57,6.61,6.5,6.25,,,1,,,,,,,,,1,1,,,-4,6,,,,,,,,,,,,,,,,,,,,,,,,,,2
"00-0037740","Garrett Wilson",3,"WR","NYJ","TB",24.4,2,0,0,0,0,0,0,0,0,0,13,37.1429,10,84,75,1,13,84,67,100,39,22,8,7,10,56,,27,,40,46,"ZM-1280",19.403,4,4,10,,1,0,,,,,,,,,,,4,,4,64,1,6.59,6.62,6.55,6.71,,,4,,,,2,,,,1,4,5,4,,35,25,24,,,,,,,,,,,,,,,,,,,,,,,3,4,6
"00-0036427","Tyler Johnson",3,"WR","NYJ","TB",5.2,67,0,0,0,0,0,0,0,0,0,3,8.5714,2,32,36,0,3,32,47,70.1493,28,15,4,4,3,41,,14,,33,33,"JD-1175",6.383,0,0,3,1,1,0,,,,,,,,,,,,,,,0,6.49,6.54,6.4,7,,,2,,,,,,,,,1,1,1,,12,20,0,,,,,,,,,,,,,,,,,,,,,,,1,1,1
"00-0035676","A.J. Brown",3,"WR","PHI","LAR",22.9,4,0,0,0,0,0,0,0,0,0,10,33.3333,6,109,120,1,10,109,62,93.9394,35,23,18,5,2,54,,13,1,48,36,"EF-0222",16.129,6,4,8,,1,1,,,,,,,,,,,35,,35,57,3,5.95,6,5.87,5.88,,,3,,,,3,,,1,2,2,4,3,1,8,53,48,0,,,,,,,,,,,,,,,,,,,,,,4,2,4
"00-0040024","Darius Cooper",3,"WR","PHI","LAR",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9.0909,3,3,2,,2,3,,3,2,1,2,"KC-2675",0,,,,,0,0,,,,,,,,,,,,,,,,6.67,6,7.33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0036912","DeVonta Smith",3,"WR","PHI","LAR",20,9,0,0,0,0,0,0,0,0,0,9,30,8,60,68,1,9,60,64,96.9697,36,25,19,5,4,55,2,33,,29,37,"QL-0110",14.0625,1,0,9,1,0,0,,,,,,,,,,,3,,3,53,1,6.03,6.03,6.04,6.11,,,2,,,,3,,,1,1,,4,4,1,,16,40,4,,,,,,,,,,,,,,,,,,,,,,3,1,5
"00-0037741","Jahan Dotson",3,"WR","PHI","LAR",1.7,111,0,0,0,0,0,0,0,0,0,3,10,1,7,37,0,3,7,51,77.2727,31,17,15,4,4,48,,23,,28,32,"QL-0110",5.8824,0,0,2,1,1,0,,,,,,,,,,,1,,1,6,0,5.94,6.03,5.76,5.71,,,,,,,1,,,,,1,1,1,,7,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,2
